machine_id,shift,machine_age_years,maintenance_overdue_days,load_pct,rpm,temperature_c,vibration_mm_s,pressure_bar,sound_db,humidity_pct,failure_within_7_days
MCH-027,night,10.59,11.2,68.7,1658.0,55.3,1.08,8.95,69.0,34.4,0
MCH-009,day,2.8,6.1,74.7,1595.0,54.8,4.94,4.32,82.7,67.6,0
MCH-005,day,10.86,23.2,66.7,1536.0,58.6,5.37,6.6,83.3,67.4,0
MCH-022,day,2.35,27.0,59.5,1555.0,68.3,2.09,7.07,80.6,41.1,0
MCH-028,day,1.85,28.5,53.1,1369.0,72.3,4.79,7.33,58.5,58.8,0
MCH-019,day,1.09,10.6,54.2,986.0,59.8,0.2,7.37,78.8,69.9,0
MCH-004,day,5.26,25.5,82.9,1148.0,72.4,3.5,6.11,66.1,73.6,0
MCH-011,night,6.96,44.5,59.1,1773.0,45.8,1.4,7.78,81.5,67.6,0
MCH-002,day,4.32,1.3,61.0,1679.0,55.3,0.86,6.25,75.8,52.5,0
MCH-029,night,8.36,23.0,65.1,1769.0,62.7,4.91,7.67,69.6,83.0,0
MCH-019,night,5.76,3.1,75.1,1362.0,56.0,3.37,8.04,77.7,62.8,0
MCH-017,day,0.91,2.2,61.7,1335.0,85.8,6.64,7.13,99.9,37.0,0
MCH-017,night,11.05,35.6,75.3,1558.0,71.4,2.26,8.1,83.5,64.9,0
MCH-010,day,6.79,22.4,84.2,1743.0,76.1,2.03,8.86,84.0,58.3,0
MCH-005,night,10.54,44.5,57.7,1427.0,67.7,6.05,4.34,67.2,64.9,0
MCH-011,night,7.74,2.5,50.4,2026.0,67.2,5.46,7.17,84.0,61.6,0
MCH-020,day,9.97,26.1,91.7,1206.0,68.1,6.96,6.11,86.4,89.6,0
MCH-025,night,9.62,0.0,69.1,1366.0,67.5,3.24,7.38,99.7,70.5,0
MCH-009,day,3.71,14.7,64.2,1514.0,75.1,4.71,7.25,78.9,55.2,0
MCH-006,day,3.75,17.2,72.0,948.0,76.7,1.58,6.13,65.6,60.7,0
MCH-002,night,4.15,15.2,65.9,1525.0,68.3,3.35,7.38,84.2,55.0,0
MCH-012,day,0.57,5.5,64.1,1536.0,87.6,3.07,7.5,88.0,75.1,0
MCH-004,night,4.93,31.1,62.4,1521.0,80.1,7.14,7.75,73.8,53.4,0
MCH-002,day,5.02,16.2,63.9,1589.0,59.1,4.36,5.95,73.2,62.8,0
MCH-017,day,10.59,11.7,90.8,1086.0,61.6,3.95,5.81,73.7,78.7,0
MCH-023,day,7.21,42.4,105.9,1404.0,57.7,3.16,8.27,75.4,15.0,0
MCH-014,day,1.03,31.4,61.3,1656.0,56.5,2.94,5.83,84.6,60.0,0
MCH-006,day,1.59,33.9,76.6,1248.0,82.1,5.19,8.32,59.9,63.3,0
MCH-008,day,11.4,43.5,45.0,1540.0,80.2,1.36,7.71,61.1,44.0,0
MCH-028,night,10.9,35.8,41.5,1485.0,68.6,6.89,8.08,84.6,50.9,0
MCH-024,day,10.94,10.7,68.0,1287.0,58.0,0.85,10.66,89.7,59.6,0
MCH-004,night,5.24,15.0,85.3,1594.0,70.6,4.27,8.61,71.4,85.6,0
MCH-029,night,9.85,29.7,95.5,1946.0,71.7,4.61,5.75,76.4,50.7,0
MCH-015,day,9.92,16.6,67.7,1213.0,71.7,4.58,4.96,57.9,53.0,0
MCH-009,day,9.39,21.3,79.6,1394.0,80.1,4.27,8.29,94.9,73.8,0
MCH-024,night,8.6,25.6,104.9,1395.0,66.4,1.97,6.93,92.9,73.8,0
MCH-008,day,3.91,18.5,68.0,1742.0,80.0,4.02,6.73,71.8,56.2,0
MCH-006,night,3.15,0.0,56.9,1750.0,62.9,3.84,5.8,69.3,18.1,0
MCH-030,day,3.02,25.0,57.7,1127.0,53.9,8.66,8.18,91.0,63.6,0
MCH-018,day,9.11,10.4,81.8,1638.0,61.2,5.3,5.77,81.8,57.6,0
MCH-008,day,5.71,11.5,61.6,1690.0,67.3,4.03,7.84,86.5,62.3,0
MCH-002,night,1.15,8.0,67.9,1519.0,61.6,5.93,6.62,63.0,60.4,0
MCH-030,day,3.01,39.6,48.5,1191.0,57.6,5.79,4.89,95.8,52.9,0
MCH-030,day,7.37,0.0,50.3,1704.0,62.1,3.91,7.99,76.7,61.3,0
MCH-005,night,11.55,11.5,71.7,1508.0,50.4,2.97,9.05,71.5,72.4,0
MCH-002,night,0.67,26.2,51.3,2397.0,70.9,5.51,5.55,72.4,34.5,0
MCH-004,night,11.61,1.4,61.8,976.0,75.5,3.89,5.29,61.2,63.3,0
MCH-024,night,8.52,7.7,56.2,1474.0,64.4,6.86,7.96,72.9,64.8,0
MCH-009,day,7.48,0.0,82.8,1170.0,70.0,2.97,8.62,71.1,15.5,0
MCH-019,day,1.78,1.4,65.0,1551.0,66.6,3.74,9.35,89.2,59.3,0
MCH-008,night,7.61,30.2,94.7,1229.0,82.7,6.9,6.28,70.4,70.1,1
MCH-027,day,8.69,32.5,66.2,1411.0,57.1,1.15,6.96,70.4,72.8,0
MCH-010,night,2.93,22.6,71.1,1466.0,71.4,1.51,6.83,77.6,66.9,0
MCH-021,night,10.28,16.1,91.8,1180.0,77.8,6.51,5.57,71.3,57.3,0
MCH-020,night,10.86,8.7,72.3,1274.0,75.6,4.04,5.42,88.6,68.3,0
MCH-012,night,5.72,15.4,67.5,1239.0,60.3,9.0,6.74,88.9,84.9,0
MCH-003,night,7.57,23.5,87.2,1366.0,75.9,4.75,5.49,87.2,66.2,0
MCH-018,day,8.36,37.5,69.2,1622.0,73.9,4.0,5.04,71.4,69.4,0
MCH-030,day,9.34,5.8,53.8,1116.0,57.0,5.71,7.11,85.1,40.1,0
MCH-024,day,5.21,0.0,84.9,1702.0,71.3,5.18,8.43,74.0,70.7,0
MCH-006,night,1.99,44.4,70.4,1503.0,79.4,1.96,7.27,72.6,55.2,0
MCH-015,night,11.03,6.2,58.7,1271.0,56.1,5.18,8.46,81.2,80.1,0
MCH-014,day,0.73,6.8,43.9,1769.0,74.6,5.72,7.35,67.6,57.0,0
MCH-012,day,3.81,4.3,84.1,1418.0,80.5,2.66,4.75,79.2,87.7,0
MCH-003,day,10.38,66.2,62.2,952.0,72.4,3.58,7.49,75.5,77.8,0
MCH-027,day,0.64,23.0,62.2,1289.0,65.4,4.47,9.09,71.6,31.6,0
MCH-019,day,2.61,4.8,61.3,1185.0,65.9,5.99,6.25,83.6,54.6,0
MCH-024,day,4.9,7.3,75.7,1505.0,67.8,4.89,9.29,73.2,58.7,0
MCH-013,day,1.22,22.4,73.8,1475.0,98.8,6.18,8.38,75.7,56.9,0
MCH-025,night,3.75,13.3,63.6,1397.0,66.9,4.93,7.7,76.8,57.4,0
MCH-014,night,7.99,11.2,68.4,1667.0,50.0,4.59,6.98,75.3,54.7,0
MCH-016,night,2.98,20.9,69.8,1439.0,57.5,4.73,8.66,76.7,55.1,0
MCH-003,day,8.24,34.8,73.1,1142.0,62.2,4.28,6.03,74.8,70.1,0
MCH-019,night,3.82,9.4,84.8,1315.0,62.4,8.42,5.4,84.3,29.1,0
MCH-021,day,9.26,58.4,65.8,1646.0,73.4,6.29,5.12,81.6,69.5,0
MCH-018,day,6.15,55.0,63.4,1289.0,84.7,2.03,8.48,73.3,36.8,0
MCH-029,night,3.68,31.8,48.9,1136.0,64.7,4.81,7.67,79.4,43.3,0
MCH-016,day,9.22,3.9,47.4,1369.0,80.2,5.4,8.46,72.8,55.4,0
MCH-030,day,5.37,33.1,62.9,1377.0,76.4,3.3,7.89,93.9,50.8,0
MCH-029,day,3.52,0.0,94.7,1509.0,61.1,4.6,5.91,56.6,95.0,0
MCH-011,day,8.55,9.2,58.0,1260.0,60.6,2.24,8.12,82.7,40.7,0
MCH-013,day,5.8,0.0,65.5,1150.0,76.0,3.91,7.69,68.2,78.8,0
MCH-021,day,5.98,24.1,46.3,1249.0,54.7,0.2,7.63,85.8,72.0,0
MCH-001,night,10.86,20.7,75.7,1746.0,81.1,4.81,7.67,78.8,70.3,0
MCH-026,day,5.0,17.2,60.1,1768.0,65.1,2.47,6.7,85.6,51.3,0
MCH-028,day,1.88,21.4,80.8,1479.0,73.7,6.79,6.75,75.0,40.6,0
MCH-004,day,8.94,13.3,100.1,2002.0,56.8,6.43,9.44,65.2,34.2,0
MCH-013,night,3.78,18.1,72.3,1040.0,67.3,4.78,8.73,72.0,94.4,0
MCH-004,night,2.63,0.0,77.6,1601.0,76.2,3.08,7.48,83.7,61.5,0
MCH-008,night,10.79,58.7,98.7,1167.0,79.9,2.87,5.47,66.2,52.3,1
MCH-004,day,1.93,20.4,80.0,1399.0,69.2,3.94,9.86,82.6,53.3,0
MCH-021,day,8.58,26.0,55.9,1342.0,60.7,2.28,7.86,84.9,64.4,0
MCH-015,night,8.21,23.0,88.0,1376.0,67.2,4.18,6.7,68.6,42.8,0
MCH-021,day,6.01,27.5,55.0,1789.0,54.9,6.93,5.85,78.9,91.4,0
MCH-026,night,7.14,45.6,59.3,1491.0,69.4,1.87,7.75,87.0,47.3,0
MCH-008,night,2.67,25.8,73.2,1203.0,88.1,5.69,7.72,86.0,61.9,0
MCH-024,day,4.17,18.9,80.5,1529.0,68.0,5.29,7.48,83.8,63.0,0
MCH-005,day,7.16,27.3,83.2,1400.0,68.4,5.84,7.97,85.4,70.4,0
MCH-005,day,11.24,17.8,88.5,2175.0,56.3,2.75,10.49,81.4,61.1,0
MCH-014,night,6.86,5.4,93.5,1659.0,63.8,1.82,6.56,71.7,77.2,0
MCH-011,day,1.51,25.2,59.1,1962.0,71.7,2.78,7.06,66.3,64.9,0
MCH-028,day,10.92,21.0,110.0,1314.0,73.3,5.58,6.1,61.3,36.7,0
MCH-018,night,3.48,31.4,57.3,871.0,64.3,5.82,5.41,82.6,70.2,0
MCH-020,day,6.29,22.3,36.5,1451.0,73.5,5.52,8.05,69.6,61.0,0
MCH-008,day,8.55,6.6,82.9,1586.0,85.1,4.93,8.38,71.2,69.4,0
MCH-008,day,10.14,9.4,73.6,1189.0,70.9,7.94,6.93,77.9,39.0,0
MCH-009,night,3.5,16.7,92.6,1889.0,61.5,1.3,5.59,74.4,20.0,0
MCH-025,night,7.04,11.7,89.7,1619.0,53.1,4.85,7.79,91.1,55.1,0
MCH-017,night,11.84,21.9,69.2,1566.0,49.1,5.18,6.19,74.4,74.0,0
MCH-023,night,8.24,0.0,74.2,1419.0,54.8,1.6,6.18,72.8,54.2,0
MCH-013,day,6.92,25.4,74.4,1203.0,69.6,6.61,7.34,80.6,71.1,0
MCH-009,night,2.2,19.8,57.4,1051.0,69.7,4.34,10.39,60.0,60.4,0
MCH-013,day,9.32,11.8,86.3,1529.0,80.7,8.0,7.37,88.9,79.9,0
MCH-023,day,9.49,0.0,77.6,1546.0,80.2,3.64,7.02,72.9,67.6,0
MCH-019,day,1.98,4.6,46.7,1133.0,75.1,6.51,8.18,84.1,81.7,0
MCH-013,night,2.47,20.0,78.3,1473.0,59.5,4.93,6.44,80.5,67.7,0
MCH-006,night,3.66,25.1,62.7,1503.0,58.3,2.99,4.79,89.5,72.8,0
MCH-026,night,4.94,19.3,84.9,1086.0,54.9,4.66,5.68,88.6,63.8,0
MCH-018,day,4.77,4.2,55.6,1032.0,66.2,3.86,6.32,66.6,75.7,0
MCH-019,day,10.36,32.8,91.3,1629.0,59.9,1.95,5.14,86.8,55.8,0
MCH-017,day,1.78,16.0,59.5,1609.0,69.3,2.44,6.32,79.1,61.3,0
MCH-028,night,8.52,23.2,69.0,1615.0,70.4,5.48,6.89,66.6,55.1,0
MCH-027,day,5.16,11.0,86.2,1683.0,58.4,6.05,5.15,87.6,54.7,0
MCH-009,day,11.93,43.0,104.9,1547.0,68.1,3.57,8.07,95.5,86.6,0
MCH-011,day,11.35,34.8,71.4,1234.0,67.8,5.71,5.93,79.3,29.0,0
MCH-025,night,6.75,0.0,89.3,1437.0,73.3,2.08,5.66,78.7,54.5,0
MCH-011,day,11.64,0.0,82.9,1476.0,70.0,3.51,5.63,79.2,77.3,0
MCH-024,night,1.7,8.7,84.6,1263.0,65.8,7.16,5.7,74.8,76.3,0
MCH-013,night,8.8,0.0,86.9,1719.0,62.9,2.54,6.56,85.9,39.1,0
MCH-008,day,6.67,33.6,64.9,1019.0,70.3,5.36,5.5,84.2,51.2,0
MCH-006,night,2.58,20.1,72.8,1661.0,70.6,3.96,6.61,96.6,82.6,0
MCH-007,night,6.41,36.6,64.4,1526.0,62.6,4.71,5.81,72.8,88.0,0
MCH-003,night,3.35,11.3,67.0,1545.0,66.1,3.94,6.48,73.4,73.9,0
MCH-015,day,2.41,8.5,65.9,1913.0,51.5,5.58,6.38,73.8,40.2,0
MCH-026,day,6.52,15.1,77.3,1721.0,72.4,3.93,7.28,74.5,56.5,0
MCH-010,day,1.99,29.4,71.7,1412.0,58.8,6.69,8.27,85.2,57.0,0
MCH-005,night,6.64,0.0,79.5,1448.0,73.6,5.83,7.66,74.1,64.5,0
MCH-018,night,1.71,43.6,58.5,1985.0,80.0,6.66,7.4,87.4,41.9,0
MCH-030,day,2.6,29.5,60.1,1238.0,71.4,4.97,7.59,83.4,64.8,0
MCH-019,day,7.42,0.0,76.6,1382.0,69.6,5.34,5.96,77.6,29.0,0
MCH-029,night,6.99,0.0,83.8,882.0,80.4,6.54,6.03,72.2,49.7,0
MCH-012,night,1.88,8.8,96.3,1742.0,82.7,4.3,5.37,81.7,30.8,0
MCH-004,night,3.81,20.9,48.6,1528.0,63.4,4.39,6.69,68.9,53.2,0
MCH-017,night,9.78,10.6,65.7,2038.0,58.3,3.43,7.73,95.4,53.2,0
MCH-003,night,11.58,0.0,73.1,1770.0,53.0,4.29,7.72,78.9,60.4,0
MCH-004,day,10.83,25.1,79.6,1806.0,55.9,5.85,7.02,75.0,39.6,0
MCH-016,night,3.68,4.2,94.6,1568.0,79.6,5.14,5.54,85.5,64.2,0
MCH-012,night,4.05,0.3,93.7,1405.0,72.6,6.81,7.78,76.9,72.0,0
MCH-022,night,4.41,0.0,70.4,1163.0,59.9,6.73,6.41,78.4,32.4,0
MCH-010,day,1.92,24.4,63.8,1633.0,72.8,4.02,6.83,82.2,70.6,0
MCH-015,night,2.17,34.8,74.8,1528.0,51.8,5.8,6.51,95.8,61.8,0
MCH-026,day,2.33,6.3,80.8,1441.0,48.7,6.69,7.57,74.3,52.6,0
MCH-016,day,3.2,17.1,79.2,1522.0,63.7,4.75,8.62,79.1,36.2,0
MCH-020,day,10.8,49.8,89.0,1587.0,58.6,3.94,7.62,71.4,78.7,0
MCH-018,day,10.78,8.4,61.0,1331.0,63.9,2.77,5.86,78.2,79.6,0
MCH-024,day,6.99,8.7,74.9,1812.0,56.9,2.75,8.71,96.4,85.3,0
MCH-019,day,7.58,24.5,98.2,1430.0,63.7,6.26,6.97,68.7,58.6,0
MCH-004,day,3.91,47.8,95.4,1554.0,68.3,4.19,6.59,63.0,58.6,0
MCH-004,day,8.24,22.4,90.6,1359.0,71.0,7.3,6.01,78.4,26.8,0
MCH-006,day,1.97,33.6,69.6,1918.0,72.0,3.25,6.89,88.3,80.7,0
MCH-022,day,0.9,0.1,88.0,1513.0,75.6,5.0,6.59,70.0,62.2,0
MCH-019,day,6.75,1.0,85.0,1362.0,60.8,3.51,6.91,83.3,29.0,0
MCH-021,day,2.98,15.1,79.7,1006.0,50.8,4.86,7.87,80.7,56.4,0
MCH-027,night,7.84,15.2,80.1,1053.0,62.4,7.29,8.33,84.7,43.8,0
MCH-008,night,1.27,3.6,73.0,1409.0,69.7,6.46,8.4,68.5,73.8,0
MCH-012,night,7.56,15.2,77.1,1885.0,88.9,7.24,7.7,90.9,42.6,0
MCH-007,day,6.58,32.0,69.6,1310.0,59.4,1.45,6.72,83.5,55.6,0
MCH-006,day,9.75,12.3,68.5,1554.0,65.4,5.94,5.58,66.2,47.6,0
MCH-005,day,5.01,18.8,58.7,1649.0,63.5,2.13,7.58,87.2,66.6,0
MCH-004,day,9.57,13.1,66.9,1212.0,69.6,5.5,5.84,80.1,44.2,0
MCH-010,day,8.65,9.6,74.7,1549.0,75.3,5.64,8.46,71.7,60.8,0
MCH-014,night,1.67,3.2,75.6,1495.0,54.7,5.9,8.63,80.0,58.6,0
MCH-028,night,9.34,11.1,67.0,1548.0,57.5,2.76,6.13,81.8,60.6,0
MCH-021,night,2.1,0.0,61.1,1234.0,65.7,0.61,8.47,78.5,55.9,0
MCH-003,day,11.83,25.8,66.3,1931.0,71.0,4.4,7.36,74.6,64.4,0
MCH-008,day,2.22,27.1,81.5,1637.0,60.7,2.53,7.25,84.2,58.1,0
MCH-012,night,0.88,18.5,61.3,1814.0,72.7,1.43,8.37,79.0,45.3,0
MCH-019,day,11.36,40.4,42.7,1355.0,75.3,6.26,8.01,70.4,50.3,0
MCH-012,day,8.64,18.7,61.0,1320.0,67.8,2.68,7.53,75.2,71.1,0
MCH-011,day,10.9,20.1,81.8,1584.0,63.3,6.57,7.26,74.9,95.0,0
MCH-029,day,7.79,21.8,63.2,1578.0,75.3,2.83,4.58,80.0,71.7,0
MCH-018,day,1.62,16.3,81.0,1261.0,48.1,3.78,6.79,76.0,53.9,0
MCH-002,day,9.55,0.0,101.7,1716.0,69.3,3.01,6.92,62.7,66.7,0
MCH-004,day,6.14,37.6,103.1,1401.0,59.0,6.91,9.46,76.6,54.5,0
MCH-015,day,5.8,0.0,62.3,1503.0,74.1,2.91,8.46,68.5,70.5,0
MCH-017,day,9.17,15.9,41.0,1435.0,75.8,5.92,8.7,72.6,51.6,0
MCH-026,day,1.95,28.6,83.5,999.0,64.4,6.13,6.78,80.2,75.4,0
MCH-004,day,9.58,7.5,62.4,1294.0,54.9,3.64,7.03,88.8,59.7,0
MCH-021,day,10.01,13.6,50.4,1361.0,73.3,2.91,4.57,89.8,95.0,0
MCH-010,night,11.02,0.0,71.1,1064.0,80.1,2.21,6.98,62.4,27.7,0
MCH-012,day,4.43,66.0,47.3,1078.0,84.3,2.96,3.18,73.3,32.6,0
MCH-021,day,9.84,15.9,75.8,1331.0,59.5,3.52,7.5,83.8,72.9,0
MCH-030,day,9.18,46.9,89.2,1530.0,76.1,1.92,6.53,72.7,74.4,0
MCH-021,night,8.29,30.7,66.9,2066.0,69.4,0.2,6.63,74.2,70.7,0
MCH-002,day,9.21,34.5,90.3,2250.0,59.9,5.17,5.49,76.9,95.0,0
MCH-020,day,4.1,50.3,64.1,1322.0,85.5,5.94,6.42,84.1,54.2,0
MCH-003,night,1.13,5.9,54.2,1961.0,62.7,2.75,6.34,75.7,92.5,0
MCH-027,day,8.58,0.0,73.9,700.0,56.5,7.37,8.88,81.9,62.9,0
MCH-003,day,9.82,6.9,54.5,1917.0,43.8,4.43,9.23,65.5,50.4,0
MCH-019,day,2.22,34.7,53.6,1518.0,66.1,2.44,5.41,72.3,45.0,0
MCH-005,day,10.22,11.6,86.5,1790.0,67.5,5.17,6.33,88.6,50.8,0
MCH-020,day,3.68,5.7,47.7,1843.0,63.1,3.97,6.83,86.8,88.9,0
MCH-015,night,9.38,15.6,75.7,1494.0,49.4,6.68,8.99,77.1,66.9,0
MCH-011,day,3.21,30.5,85.2,700.0,95.1,3.62,7.36,75.3,92.2,0
MCH-012,day,1.49,49.6,44.6,1714.0,64.9,4.81,5.93,73.5,42.5,0
MCH-009,day,8.32,31.6,96.6,952.0,68.3,5.08,7.38,86.1,68.5,0
MCH-021,night,7.15,2.8,78.7,1453.0,63.7,3.57,5.28,86.3,87.9,0
MCH-018,day,5.2,3.5,71.1,1435.0,71.4,5.31,8.48,75.2,47.3,0
MCH-016,night,8.06,0.0,74.2,1391.0,66.5,8.16,7.22,101.9,37.2,0
MCH-018,day,5.75,9.4,95.7,1364.0,76.0,6.71,8.81,73.3,44.3,0
MCH-002,day,6.19,0.0,81.3,1689.0,62.7,6.48,8.59,82.2,57.0,0
MCH-028,night,0.87,0.0,57.2,1331.0,59.2,6.63,6.08,81.1,67.3,0
MCH-004,night,11.88,28.2,64.1,1155.0,70.3,3.91,6.61,80.5,35.1,0
MCH-001,day,3.27,22.3,50.3,1836.0,73.3,1.72,5.94,73.5,49.0,0
MCH-003,day,3.96,3.4,72.7,1091.0,63.2,5.28,6.18,90.4,61.9,0
MCH-022,night,2.07,18.0,43.8,1594.0,70.2,7.27,8.21,86.9,39.9,0
MCH-008,day,10.08,15.1,91.1,820.0,86.5,5.9,6.73,64.1,36.7,0
MCH-020,night,10.18,28.4,51.2,1491.0,64.9,6.83,7.23,72.6,71.6,0
MCH-006,day,3.97,5.7,75.9,1532.0,61.9,3.2,6.35,81.9,33.5,0
MCH-030,day,4.58,27.9,95.0,1465.0,61.0,0.2,9.22,67.3,34.4,0
MCH-012,night,9.43,17.4,79.7,1405.0,77.1,3.89,8.73,82.0,61.0,0
MCH-020,night,11.58,29.3,80.1,1500.0,63.7,3.47,6.74,68.1,57.4,0
MCH-007,day,1.47,31.1,74.9,1918.0,57.4,3.9,8.62,75.3,44.6,0
MCH-009,day,9.79,7.8,77.0,1981.0,66.9,4.23,5.01,78.9,68.6,0
MCH-024,day,11.24,17.8,93.2,1582.0,71.7,2.99,4.55,84.4,27.8,0
MCH-003,day,8.06,24.8,76.9,1792.0,63.8,5.67,5.4,75.7,47.8,0
MCH-010,night,1.03,13.3,65.3,1067.0,58.4,3.65,5.81,83.8,53.6,0
MCH-028,day,0.6,59.5,100.5,1362.0,63.5,9.84,5.6,77.6,58.4,0
MCH-006,night,6.16,0.0,64.2,1365.0,67.6,4.28,6.84,76.6,37.1,0
MCH-027,day,3.89,35.2,66.2,1753.0,67.7,2.64,6.05,80.0,32.1,0
MCH-021,day,0.53,11.2,79.7,1486.0,75.5,3.16,9.73,72.8,62.1,0
MCH-030,day,11.26,30.5,77.3,1228.0,78.7,2.63,7.81,88.3,51.8,0
MCH-020,day,10.38,24.0,57.9,1129.0,76.0,2.65,7.05,69.7,53.4,0
MCH-003,day,3.07,0.0,95.2,1286.0,66.6,3.64,6.29,81.3,53.0,0
MCH-021,night,6.28,41.6,53.0,1113.0,74.0,6.57,8.86,63.6,29.6,0
MCH-020,night,4.9,27.2,75.5,1329.0,72.0,2.53,6.87,73.4,94.3,0
MCH-010,day,9.73,33.9,47.2,1476.0,54.0,4.43,5.74,83.2,53.7,0
MCH-018,night,5.02,33.5,85.8,1334.0,75.2,6.34,8.24,86.6,54.8,0
MCH-019,day,5.23,37.4,73.4,2119.0,65.3,5.97,6.48,73.4,80.6,0
MCH-004,day,9.48,15.8,52.2,1502.0,68.7,5.94,8.11,82.4,64.3,0
MCH-024,night,11.6,27.1,52.3,1694.0,70.9,3.92,8.34,72.0,76.1,0
MCH-019,day,5.09,5.4,64.1,929.0,79.7,1.7,6.78,72.0,75.2,0
MCH-011,day,8.11,6.3,71.7,1176.0,67.6,3.89,8.39,83.1,76.8,0
MCH-005,day,5.8,0.0,77.8,1417.0,75.5,5.1,6.17,74.1,51.8,0
MCH-006,day,8.66,28.4,100.9,794.0,60.4,3.19,5.73,83.4,47.5,0
MCH-021,day,6.96,36.9,65.8,1106.0,67.6,5.86,7.72,73.9,86.4,0
MCH-006,day,2.84,0.0,52.8,1260.0,57.9,5.12,7.51,73.4,52.5,0
MCH-009,night,3.34,0.0,97.3,1330.0,90.3,7.31,6.86,72.2,61.1,0
MCH-003,day,7.25,12.0,87.5,1088.0,44.0,1.14,6.93,65.6,37.1,0
MCH-026,day,2.13,18.3,71.7,1370.0,58.7,5.74,6.5,79.3,57.9,0
MCH-007,day,8.01,24.8,90.3,1612.0,75.6,3.5,5.76,78.8,42.7,0
MCH-024,night,3.67,31.0,62.4,1618.0,84.4,2.82,7.31,81.2,66.5,0
MCH-004,night,3.58,20.5,82.2,1352.0,79.4,5.23,7.15,85.3,80.7,0
MCH-007,day,8.96,25.7,83.9,1101.0,74.4,4.99,7.81,93.9,95.0,0
MCH-023,day,8.54,21.9,72.0,1240.0,80.0,1.76,4.16,66.7,54.4,0
MCH-014,day,7.29,22.5,84.7,1604.0,64.1,1.95,7.76,87.6,48.8,0
MCH-025,day,5.24,41.7,44.7,1310.0,65.4,0.83,7.59,74.1,81.0,0
MCH-026,night,9.87,16.2,74.8,1238.0,69.6,4.8,5.93,91.0,56.7,0
MCH-008,day,3.66,14.9,73.7,1660.0,57.7,7.65,7.1,88.9,64.8,0
MCH-001,day,2.33,27.0,43.9,1438.0,64.6,3.02,7.65,68.8,64.7,0
MCH-029,day,10.9,34.3,80.3,1384.0,48.0,6.02,8.48,75.4,57.3,0
MCH-020,day,11.46,29.2,97.5,1255.0,49.6,5.37,8.77,79.0,95.0,0
MCH-012,night,10.09,6.9,100.3,1187.0,77.4,1.64,7.29,83.9,74.1,0
MCH-022,night,8.29,19.9,64.3,1328.0,70.2,4.29,8.18,74.2,38.5,0
MCH-024,night,6.47,10.8,73.6,1232.0,53.1,3.99,6.84,64.4,52.3,0
MCH-021,day,8.93,38.5,48.1,1536.0,74.1,3.55,7.36,75.1,65.2,0
MCH-023,day,9.4,51.3,90.0,1325.0,75.1,6.59,7.79,86.5,65.6,0
MCH-010,night,2.74,33.1,82.3,1632.0,67.4,3.47,7.38,84.6,58.1,0
MCH-019,night,7.9,14.8,71.5,985.0,59.6,5.31,5.66,77.5,95.0,0
MCH-025,night,6.42,20.5,71.9,1739.0,64.6,3.51,7.68,97.2,57.7,0
MCH-018,day,11.04,9.5,68.7,1380.0,43.7,3.25,7.93,77.8,37.4,0
MCH-014,day,8.58,48.3,99.9,813.0,69.8,2.43,6.82,81.7,81.3,0
MCH-003,night,4.89,55.9,85.1,1393.0,65.2,2.0,7.99,79.4,64.4,0
MCH-003,night,2.1,16.0,82.7,1649.0,61.4,5.55,5.51,91.8,63.7,0
MCH-003,day,3.9,0.0,69.8,842.0,68.2,6.33,5.13,79.0,48.7,0
MCH-027,day,10.92,33.3,62.5,1453.0,71.6,3.64,6.57,70.6,64.9,0
MCH-002,day,10.71,27.0,65.6,1507.0,94.3,0.2,6.83,83.7,42.3,0
MCH-004,day,11.38,7.6,80.8,1396.0,62.4,1.08,7.43,85.5,39.4,0
MCH-006,day,11.07,21.7,94.0,1430.0,54.0,0.6,9.17,81.8,66.7,0
MCH-004,day,1.86,25.1,89.4,1940.0,68.5,4.04,7.65,79.4,57.2,0
MCH-009,night,5.24,28.6,78.5,1425.0,75.6,4.03,5.97,65.2,73.8,0
MCH-008,night,8.07,18.8,60.7,1215.0,77.5,4.17,6.15,73.9,69.0,0
MCH-028,day,11.33,41.9,83.9,1535.0,68.4,2.86,6.85,69.4,57.4,0
MCH-006,day,7.74,8.7,60.2,1533.0,71.4,5.39,7.91,91.8,53.1,0
MCH-023,night,4.11,14.5,101.4,1659.0,56.5,3.85,7.98,78.3,41.2,0
MCH-006,night,11.43,0.0,57.6,1299.0,60.5,6.46,7.01,71.8,50.1,0
MCH-017,day,1.45,13.7,71.5,817.0,51.2,3.25,8.2,66.7,67.3,0
MCH-029,night,0.7,37.6,64.9,1427.0,80.4,5.14,5.18,70.9,44.2,0
MCH-026,day,5.94,23.5,59.2,1692.0,75.8,4.16,6.27,79.2,19.7,0
MCH-010,day,1.54,5.5,84.2,1626.0,75.3,4.97,6.37,67.9,52.9,0
MCH-029,night,5.63,35.1,94.1,1570.0,60.5,5.25,5.69,67.4,65.2,0
MCH-008,night,2.05,3.0,46.9,1250.0,78.4,3.91,7.05,79.1,59.6,0
MCH-028,night,10.62,17.4,66.4,1314.0,52.3,4.62,6.88,74.5,42.0,0
MCH-024,night,8.75,8.6,74.9,1373.0,55.5,2.88,6.32,94.8,87.9,0
MCH-010,day,0.85,5.6,64.6,1734.0,72.8,1.46,8.17,82.7,75.4,0
MCH-002,night,4.58,0.0,73.7,1342.0,62.6,3.71,6.3,73.4,74.0,0
